abundance,pct,reads,sample,Donor,week,tax_name
0,3.55E-06,19,GW_wk1.fa,Donor 1,week 1,Bradyrhizobium icense
0,3.55E-06,19,GW_wk1.fa,Donor 1,week 1,Magnetospira sp. QH-2
0,3.55E-06,19,GW_wk1.fa,Donor 1,week 1,Alcanivorax pacificus
0,3.55E-06,19,GW_wk1.fa,Donor 1,week 1,Pseudoalteromonas sp. OCN003
0,3.55E-06,19,GW_wk1.fa,Donor 1,week 1,Methyloversatilis sp. RAC08
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Serratia liquefaciens
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Trichormus azollae
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Streptococcus parasanguinis
4.51E-137,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Lactococcus garvieae
1.89E-115,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Bacillus subtilis
5.21E-06,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Acidipropionibacterium acidipropionici
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Ensifer adhaerens
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Amycolatopsis japonica
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Pseudoxanthomonas suwonensis
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Anaeromyxobacter sp. Fw109-5
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Altererythrobacter dongtanensis
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Rufibacter sp. DG31D
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Hymenobacter sp. DG25A
0,3.37E-06,18,GW_wk1.fa,Donor 1,week 1,Pedobacter sp. PACM 27299
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Actinoplanes missouriensis
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Rathayibacter tritici
9.89E-26,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Pseudomonas azotoformans
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Acinetobacter nosocomialis
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Chromohalobacter salexigens
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Erwinia billingiae
5.84E-14,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Lactococcus phage P335 sensu lato
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Niastella koreensis
1.46E-26,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Sphingobium sp. YBL2
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Cryobacterium arcticum
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Polymorphum gilvum
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Sphingopyxis fribergensis
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Chryseobacterium sp. IHB B 10212
0,3.18E-06,17,GW_wk1.fa,Donor 1,week 1,Microbacterium sp. CGR1
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Cellulomonas gilvus
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Flexibacter litoralis
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Nocardia seriolae
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Rhodococcus opacus
2.54E-21,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Lactobacillus gallinarum
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Enterococcus durans
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Frateuria aurantia
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Pandoraea pulmonicola
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Halomonas campaniensis
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Methylobacterium populi
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Frankia inefficax
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Burkholderia metallica
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Arthrobacter alpinus
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Lactobacillus ginsenosidimutans
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Lactococcus phage BM13
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Pseudonocardia sp. HH130629-09
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Devosia sp. A16
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Arachidicoccus sp. BS20
0,2.99E-06,16,GW_wk1.fa,Donor 1,week 1,Microbacterium sp. BH3-3-3
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Runella slithyformis
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Xanthomonas translucens
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Azotobacter vinelandii
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Bordetella bronchiseptica
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Fusobacterium nucleatum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Allochromatium vinosum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Streptomyces lincolnensis
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Achromobacter denitrificans
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Rhodovulum sulfidophilum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Nocardia brasiliensis
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Xanthomonas axonopodis
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Acinetobacter sp. ADP1
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Novosphingobium resinovorum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Conexibacter woesei
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Herminiimonas arsenicoxydans
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Methylobacterium sp. 4-46
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Mesorhizobium australicum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Mesorhizobium opportunistum
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Verrucosispora maris
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Streptomyces sp. PAMC 26508
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Chelatococcus sp. CO-6
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Microbacterium sp. PAMC 28756
0,2.80E-06,15,GW_wk1.fa,Donor 1,week 1,Porphyrobacter sp. LM 6
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Myxococcus fulvus
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Sinorhizobium fredii
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Neorhizobium galegae
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Alcaligenes faecalis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Streptococcus mutans
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lactobacillus sakei
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Streptomyces albus
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Pimelobacter simplex
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lysinibacillus fusiformis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Staphylococcus lugdunensis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Nocardia farcinica
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Streptomyces violaceusniger
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Thioflavicoccus mobilis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Haliangium ochraceum
3.47E-14,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lactococcus phage ul36
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Bordetella trematum
4.58E-05,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Carnobacterium inhibens
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Pseudomonas trivialis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Campylobacter insulaenigrae
1.31E-19,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lactobacillus kefiranofaciens
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Phenylobacterium zucineum
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Anoxybacillus amylolyticus
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Bacillus infantis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Virgibacillus sp. SK37
5.97E-06,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lysobacter capsici
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Streptomyces sp. CNQ-509
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Luteipulveratus mongoliensis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Novosphingobium sp. PP1Y
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Streptococcus sp. oral taxon 431
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Selenomonas sp. oral taxon 136
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Mycobacterium sinense
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Thauera humireducens
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,endosymbiont of unidentified scaly snail isolate Monju
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Myxococcus hansupus
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Candidatus Methylopumilus turicensis
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Geminocystis sp. NIES-3708
1.65E-05,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Sphingobium sp. EP60837
6.90E-06,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Rhizobium sp. S41
0,2.62E-06,14,GW_wk1.fa,Donor 1,week 1,Lactococcus phage 98201
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Zymomonas mobilis
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Bacillus methanolicus
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Clostridium beijerinckii
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Clostridium scatologenes
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Lactobacillus reuteri
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Streptomyces ambofaciens
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Cutibacterium avidum
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Amycolatopsis mediterranei
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Mesorhizobium ciceri
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Pluralibacter gergoviae
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Caulobacter henricii
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Pseudomonas plecoglossicida
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Beutenbergia cavernae
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Dyadobacter fermentans
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Sphingopyxis alaskensis
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Thermobaculum terrenum
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Sphingopyxis granuli
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Synechococcus sp. JA-3-3Ab
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Halopiger xanaduensis
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Geobacter sp. M21
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Cupriavidus sp. USMAA2-4
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Kosakonia sacchari
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Pseudomonas sp. UW4
1.73E-05,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Pantoea sp. PSNIH1
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Flavisolibacter sp. LCS9
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Algibacter alginolytica
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Leptotrichia sp. oral taxon 847
0,2.43E-06,13,GW_wk1.fa,Donor 1,week 1,Mycobacterium sp. djl-10
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Chondromyces crocatus
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Azospirillum brasilense
3.89E-05,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Leuconostoc gelidum
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Finegoldia magna
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Staphylococcus carnosus
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Streptococcus agalactiae
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Atopobium parvulum
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Bacillus simplex
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Clostridium perfringens
3.95E-200,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Listeria innocua
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Renibacterium salmoninarum
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Mycobacterium phlei
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Mycobacterium vaccae
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Streptomyces noursei
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Streptomyces avermitilis
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Burkholderia vietnamiensis
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Gordonia polyisoprenivorans
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Blastococcus saxobsidens
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Corynebacterium efficiens
1.35E-05,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Corynebacterium aurimucosum
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Corallococcus coralloides
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Rhodococcus aetherivorans
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Pseudomonas alkylphenolia
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Pseudonocardia dioxanivorans
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Advenella mimigardefordensis
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Leadbetterella byssophila
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Pelagibacterium halotolerans
1.89E-18,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Polynucleobacter asymbioticus
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Rhodococcus sp. WMMA185
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Sandaracinus amylolyticus
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Flammeovirga sp. MY04
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Croceicoccus naphthovorans
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Flavobacterium gilvum
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Burkholderia territorii
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Lentzea sp. DHS C013
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Pseudomonas sp. MRSN12121
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Marinobacter sp. LQ44
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Streptococcus sp. A12
0,2.24E-06,12,GW_wk1.fa,Donor 1,week 1,Burkholderia sp. PAMC 26561
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Rhizobium phaseoli
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Staphylococcus aureus
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Cronobacter sakazakii
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Anaerococcus prevotii
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Clostridium saccharoperbutylacetonicum
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Streptomyces pristinaespiralis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Pseudomonas denitrificans
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Serratia fonticola
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bacillus pseudofirmus
4.41E-95,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bacillus weihenstephanensis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Burkholderia stabilis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Saccharothrix espanaensis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Actinomyces radicidentis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Streptomyces parvulus
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bifidobacterium scardovii
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Tistrella mobilis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Alistipes finegoldii
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bifidobacterium longum
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Parvibaculum lavamentivorans
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Paraburkholderia phytofirmans
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Altererythrobacter epoxidivorans
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Sphingobium sp. MI1205
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Altererythrobacter ishigakiensis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Kosakonia oryzae
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Micromonospora sp. L5
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bacillus sp. 1NLA3E
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Shinella sp. HZN7
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Rhodococcus sp. WB1
1.81E-21,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Flavobacterium sp. PK15
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Cupriavidus sp. USMAHM13
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Hymenobacter swuensis
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Curtobacterium sp. MR_MD2014
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Bacillus sp. X1(2014)
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Burkholderia sp. HB1
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Pseudonocardia sp. HH130630-07
0,2.06E-06,11,GW_wk1.fa,Donor 1,week 1,Methylomonas sp. DH-1
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Azorhizobium caulinodans
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Campylobacter jejuni
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Agrobacterium tumefaciens
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Legionella pneumophila
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Neisseria meningitidis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,[Enterobacter] aerogenes
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Yersinia enterocolitica
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Haemophilus influenzae
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Listeria ivanovii
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Cellulomonas flavigena
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Mycobacterium chubuense
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Streptomyces scabiei
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Riemerella anatipestifer
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Pseudomonas cichorii
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Nocardia nova
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Halobacteroides halobius
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Brachybacterium faecium
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Autographa californica nucleopolyhedrovirus
1.02E-05,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Meiothermus silvanus
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Nocardiopsis alba
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Myxococcus stipitatus
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Thauera sp. MZ1T
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Tobacco vein clearing virus
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Methylobacterium nodulans
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Kribbella flavida
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Pedobacter cryoconitis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Azoarcus sp. CIB
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Catenulispora acidiphila
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Microbacterium sp. XT11
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Ruegeria mobilis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Pontibacter akesuensis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Pontibacter korlensis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Geobacter sp. M18
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Halomonas chromatireducens
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Rufibacter tibetensis
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Rhodoluna lacicola
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Dokdonia sp. 4H-3-7-5
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Niabella ginsenosidivorans
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Celeribacter indicus
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Planococcus halocryophilus
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Campylobacter iguaniorum
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Arthrobacter sp. PAMC 25486
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Bosea vaviloviae
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Brevundimonas sp. DS20
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Citromicrobium sp. JL477
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Leptolyngbya sp. NIES-3755
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Bosea sp. PAMC 26642
0,1.87E-06,10,GW_wk1.fa,Donor 1,week 1,Streptomyces sp. SAT1
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Methylomonas methanica
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Erwinia amylovora
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,[Haemophilus] parasuis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Nitrobacter hamburgensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Blastochloris viridis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Rhodospirillum rubrum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Clostridium pasteurianum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Cellulomonas fimi
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Streptomyces glaucescens
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Streptomyces griseus
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Symbiobacterium thermophilum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Capnocytophaga canimorsus
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Rhizobium etli
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Methylobacterium radiotolerans
4.18E-15,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Leuconostoc citreum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Pseudomonas alcaligenes
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Rothia mucilaginosa
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Magnetospirillum gryphiswaldense
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Burkholderia pyrrocinia
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Phaeobacter gallaeciensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Brevundimonas subvibrioides
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Microbacterium chocolatum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Ruegeria pomeroyi
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Rhodococcus jostii
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Acaryochloris marina
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Corynebacterium singulare
0.00015872,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Weissella koreensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Thermodesulfatator indicus
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Desulfococcus oleovorans
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Methylocystis sp. SC2
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Novosphingobium pentaromativorans
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Phaeobacter inhibens
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Psychrobacter alimentarius
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Yersinia aleksiciae
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Burkholderia oklahomensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Zunongwangia profunda
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Cronobacter turicensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Bordetella bronchialis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Cyanothece sp. PCC 7822
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Brevundimonas naejangsanensis
1.29E-29,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Sphingobium sp. SYK-6
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Pandoraea faecigallinarum
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Tenacibaculum dicentrarchi
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Actinomyces sp. oral taxon 414
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Leptotrichia sp. oral taxon 212
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Kangiella geojedonensis
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Rhodococcus sp. p52
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Glaciecola sp. 4H-3-7+YE-5
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Chromobacterium vaccinii
0,1.68E-06,9,GW_wk1.fa,Donor 1,week 1,Streptomyces pratensis
