abundance,pct,reads,sample,sample,tax_name,tool
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Methylomonas sp. DH-1,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Marinobacter sp. LQ44,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Thalassotalea sp. LPB0090,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Candidatus Doolittlea endobia,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Gemella sp. oral taxon 928,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Bosea sp. PAMC 26642,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Burkholderia sp. PAMC 26561,centrifuge
0,3.63E-06,2,E. coli - S. sonnei,0.1/99.9,Gammaproteobacteria bacterium TR3.2,centrifuge
0,0.000466868,257,E. coli - S. sonnei,0.1/99.9,Shigella sp. PAMC 28760,centrifuge
0,5.45E-06,3,E. coli - S. sonnei,0.1/99.9,Marinobacterium sp. ST58-10,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Enterobacter sp. ODB01,centrifuge
0,3.63E-06,2,E. coli - S. sonnei,0.1/99.9,Sphingobium sp. RAC03,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Enterobacter sp. HK169,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Hyphomonas sp. Mor2,centrifuge
0,1.82E-06,1,E. coli - S. sonnei,0.1/99.9,Jeongeupia sp. USM3,centrifuge
0.957892,0.883498412,627609,E. coli - S. sonnei,1.0/99.0,Shigella flexneri,centrifuge
0.0191173,0.077679456,55181,E. coli - S. sonnei,1.0/99.0,Escherichia coli,centrifuge
0.00917345,0.01010603,7179,E. coli - S. sonnei,1.0/99.0,Salmonella enterica,centrifuge
0.00471268,8.45E-05,60,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage SfI,centrifuge
0.0042045,6.05E-05,43,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage Sf101,centrifuge
0.00215212,0.000256205,182,E. coli - S. sonnei,1.0/99.0,Shigella phage SfII,centrifuge
0.00134124,0.011059057,7856,E. coli - S. sonnei,1.0/99.0,Shigella boydii,centrifuge
0.000746994,0.005388756,3828,E. coli - S. sonnei,1.0/99.0,Shigella dysenteriae,centrifuge
0.000392686,3.52E-05,25,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage SfV,centrifuge
3.67E-05,0.00100089,711,E. coli - S. sonnei,1.0/99.0,Escherichia albertii,centrifuge
2.38E-05,1.27E-05,9,E. coli - S. sonnei,1.0/99.0,Streptococcus pneumoniae,centrifuge
2.11E-05,0.000168927,120,E. coli - S. sonnei,1.0/99.0,Yersinia pestis,centrifuge
2.02E-05,7.46E-05,53,E. coli - S. sonnei,1.0/99.0,Enterobacter asburiae,centrifuge
1.95E-05,8.87E-05,63,E. coli - S. sonnei,1.0/99.0,Erwinia sp. Ejp617,centrifuge
1.43E-05,0.000741869,527,E. coli - S. sonnei,1.0/99.0,Escherichia fergusonii,centrifuge
1.11E-05,0.000608136,432,E. coli - S. sonnei,1.0/99.0,synthetic construct,centrifuge
6.78E-06,6.19E-05,44,E. coli - S. sonnei,1.0/99.0,Enterobacteriaceae bacterium strain FGI 57,centrifuge
6.77E-06,0.000399793,284,E. coli - S. sonnei,1.0/99.0,Klebsiella oxytoca,centrifuge
5.74E-06,0.000233682,166,E. coli - S. sonnei,1.0/99.0,Citrobacter freundii,centrifuge
5.51E-06,0.000159072,113,E. coli - S. sonnei,1.0/99.0,Enterobacter hormaechei,centrifuge
5.04E-06,2.11E-05,15,E. coli - S. sonnei,1.0/99.0,Proteus mirabilis,centrifuge
4.89E-06,0.000116841,83,E. coli - S. sonnei,1.0/99.0,Citrobacter amalonaticus,centrifuge
4.80E-06,2.11E-05,15,E. coli - S. sonnei,1.0/99.0,Pectobacterium carotovorum,centrifuge
4.56E-06,8.45E-05,60,E. coli - S. sonnei,1.0/99.0,Pantoea sp. PSNIH2,centrifuge
4.44E-06,4.65E-05,33,E. coli - S. sonnei,1.0/99.0,Legionella pneumophila,centrifuge
4.39E-06,2.96E-05,21,E. coli - S. sonnei,1.0/99.0,Kosakonia oryzae,centrifuge
3.92E-06,0.000820701,583,E. coli - S. sonnei,1.0/99.0,Klebsiella pneumoniae,centrifuge
3.36E-06,2.96E-05,21,E. coli - S. sonnei,1.0/99.0,Enterobacter ludwigii,centrifuge
3.15E-06,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Klebsiella sp. LTGPAF-6F,centrifuge
3.04E-06,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Pasteurella multocida,centrifuge
2.85E-06,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Serratia sp. AS12,centrifuge
2.82E-06,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Methylophaga frappieri,centrifuge
2.53E-06,1.69E-05,12,E. coli - S. sonnei,1.0/99.0,Lelliottia amnigena,centrifuge
2.48E-06,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. 638,centrifuge
2.20E-06,3.94E-05,28,E. coli - S. sonnei,1.0/99.0,Citrobacter koseri,centrifuge
2.04E-06,9.85E-06,7,E. coli - S. sonnei,1.0/99.0,Edwardsiella hoshinae,centrifuge
1.90E-06,2.82E-05,20,E. coli - S. sonnei,1.0/99.0,Plautia stali symbiont,centrifuge
1.82E-06,1.69E-05,12,E. coli - S. sonnei,1.0/99.0,Neisseria meningitidis,centrifuge
1.72E-06,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Xenorhabdus bovienii,centrifuge
1.69E-06,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Cronobacter turicensis,centrifuge
1.68E-06,5.07E-05,36,E. coli - S. sonnei,1.0/99.0,Enterobacter lignolyticus,centrifuge
1.66E-06,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Dickeya zeae,centrifuge
1.66E-06,4.22E-05,30,E. coli - S. sonnei,1.0/99.0,Yersinia enterocolitica,centrifuge
1.65E-06,1.83E-05,13,E. coli - S. sonnei,1.0/99.0,Mucilaginibacter sp. PAMC 26640,centrifuge
1.58E-06,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Enterobacter kobei,centrifuge
1.54E-06,5.77E-05,41,E. coli - S. sonnei,1.0/99.0,Enterobacter cloacae,centrifuge
1.38E-06,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Vibrio anguillarum,centrifuge
1.34E-06,3.66E-05,26,E. coli - S. sonnei,1.0/99.0,Kluyvera intermedia,centrifuge
1.33E-06,2.11E-05,15,E. coli - S. sonnei,1.0/99.0,Vibrio cholerae,centrifuge
1.30E-06,2.25E-05,16,E. coli - S. sonnei,1.0/99.0,Yersinia ruckeri,centrifuge
1.26E-06,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Corynebacterium glutamicum,centrifuge
1.20E-06,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Gynuella sunshinyii,centrifuge
1.19E-06,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Providencia stuartii,centrifuge
5.57E-07,1.69E-05,12,E. coli - S. sonnei,1.0/99.0,Raoultella ornithinolytica,centrifuge
4.66E-07,1.27E-05,9,E. coli - S. sonnei,1.0/99.0,[Enterobacter] aerogenes,centrifuge
4.05E-07,4.93E-05,35,E. coli - S. sonnei,1.0/99.0,Klebsiella michiganensis,centrifuge
3.45E-07,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Pseudomonas aeruginosa,centrifuge
1.83E-07,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Bordetella pertussis,centrifuge
2.87E-08,0.000161888,115,E. coli - S. sonnei,1.0/99.0,Homo sapiens,centrifuge
1.28E-12,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Methylophaga nitratireducenticrescens,centrifuge
2.76E-14,1.69E-05,12,E. coli - S. sonnei,1.0/99.0,Cedecea neteri,centrifuge
3.83E-15,1.97E-05,14,E. coli - S. sonnei,1.0/99.0,Kosakonia sacchari,centrifuge
1.50E-15,5.07E-05,36,E. coli - S. sonnei,1.0/99.0,Citrobacter rodentium,centrifuge
3.58E-16,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Stx2-converting phage 1717,centrifuge
2.03E-16,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Shigella phage Sf6,centrifuge
7.49E-17,9.85E-06,7,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. R4-368,centrifuge
7.38E-17,1.83E-05,13,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. FY-07,centrifuge
6.26E-17,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Shigella phage SfIV,centrifuge
1.01E-17,3.66E-05,26,E. coli - S. sonnei,1.0/99.0,Salmonella bongori,centrifuge
5.80E-18,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Enterobacter xiangfangensis,centrifuge
2.54E-18,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Klebsiella sp. G5,centrifuge
1.10E-18,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Pectobacterium wasabiae,centrifuge
3.82E-19,9.85E-06,7,E. coli - S. sonnei,1.0/99.0,Leclercia adecarboxylata,centrifuge
2.40E-19,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Edwardsiella tarda,centrifuge
2.19E-19,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Klebsiella quasipneumoniae,centrifuge
1.42E-19,3.52E-05,25,E. coli - S. sonnei,1.0/99.0,Escherichia phage TL-2011b,centrifuge
7.76E-20,9.85E-06,7,E. coli - S. sonnei,1.0/99.0,Hafnia alvei,centrifuge
7.09E-20,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Enterobacterial phage mEp234,centrifuge
3.48E-20,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Photobacterium gaetbulicola,centrifuge
1.33E-20,2.67E-05,19,E. coli - S. sonnei,1.0/99.0,Serratia marcescens,centrifuge
1.12E-20,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Pantoea ananatis,centrifuge
1.15E-21,1.83E-05,13,E. coli - S. sonnei,1.0/99.0,Klebsiella variicola,centrifuge
3.87E-22,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Escherichia virus HK97,centrifuge
1.20E-22,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage phiP27,centrifuge
7.48E-23,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Serratia fonticola,centrifuge
1.08E-24,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage HK140,centrifuge
1.28E-27,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Salmonella phage SPN9CC,centrifuge
9.25E-28,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Pantoea sp. PSNIH1,centrifuge
1.62E-28,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Pantoea vagans,centrifuge
2.32E-29,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Pantoea sp. At-9b,centrifuge
7.80E-30,2.82E-05,20,E. coli - S. sonnei,1.0/99.0,Morganella morganii,centrifuge
4.69E-30,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Citrobacter sp. FDAARGOS_156,centrifuge
1.86E-30,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Salmonella phage SJ46,centrifuge
1.64E-30,2.11E-05,15,E. coli - S. sonnei,1.0/99.0,Shimwellia blattae,centrifuge
6.46E-31,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Yersinia rohdei,centrifuge
4.29E-31,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Obesumbacterium proteus,centrifuge
2.92E-31,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. HK169,centrifuge
2.87E-31,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Pluralibacter gergoviae,centrifuge
2.58E-31,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterobacter cloacae complex 'Hoffmann cluster III',centrifuge
2.09E-31,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Cronobacter dublinensis,centrifuge
1.44E-31,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Cronobacter muytjensii,centrifuge
1.37E-31,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Pantoea agglomerans,centrifuge
1.04E-31,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Xenorhabdus poinarii,centrifuge
9.89E-32,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Dickeya solani,centrifuge
8.87E-32,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Edwardsiella ictaluri,centrifuge
8.23E-32,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Erwinia tasmaniensis,centrifuge
8.12E-32,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Erwinia pyrifoliae,centrifuge
5.88E-32,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Cronobacter condimenti,centrifuge
5.31E-32,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Enterobacter cloacae complex sp. 35734,centrifuge
4.17E-32,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Cronobacter sakazakii,centrifuge
4.07E-32,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. E20,centrifuge
2.40E-32,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Pragia fontium,centrifuge
2.31E-32,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Serratia rubidaea,centrifuge
1.58E-32,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Erwinia gerundensis,centrifuge
4.88E-33,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Serratia proteamaculans,centrifuge
2.56E-33,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Photorhabdus temperata,centrifuge
2.53E-33,1.41E-05,10,E. coli - S. sonnei,1.0/99.0,Serratia sp. SCBI,centrifuge
2.43E-33,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Sodalis praecaptivus,centrifuge
1.14E-33,1.41E-05,10,E. coli - S. sonnei,1.0/99.0,Serratia plymuthica,centrifuge
9.69E-34,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Rahnella sp. Y9602,centrifuge
8.93E-34,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Rahnella aquatilis,centrifuge
5.91E-35,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Serratia liquefaciens,centrifuge
5.31E-35,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pectobacterium atrosepticum,centrifuge
1.15E-47,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Pseudomonas putida,centrifuge
1.98E-48,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Aeromonas hydrophila,centrifuge
1.36E-51,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudomonas fluorescens,centrifuge
0,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Buchnera aphidicola,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pelobacter carbinolicus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Rubinisphaera brasiliensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pirellula staleyi,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Francisella tularensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudomonas mendocina,centrifuge
0,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Pseudomonas stutzeri,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Xanthomonas campestris,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Xanthomonas oryzae,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Azotobacter chroococcum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Agrobacterium vitis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Mesorhizobium loti,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Acetobacter pasteurianus,centrifuge
0,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Acinetobacter baumannii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Alcaligenes faecalis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Erwinia amylovora,centrifuge
0,0.004770767,3389,E. coli - S. sonnei,1.0/99.0,Shigella sonnei,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Aeromonas salmonicida,centrifuge
0,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Aeromonas media,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Aeromonas schubertii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Vibrio harveyi,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Vibrio parahaemolyticus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Grimontia hollisae,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Vibrio natriegens,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Plesiomonas shigelloides,centrifuge
0,8.45E-06,6,E. coli - S. sonnei,1.0/99.0,Aggregatibacter actinomycetemcomitans,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Actinobacillus pleuropneumoniae,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Haemophilus influenzae,centrifuge
0,9.85E-06,7,E. coli - S. sonnei,1.0/99.0,[Haemophilus] ducreyi,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Histophilus somni,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,[Haemophilus] parasuis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Gallibacterium anatis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Coxiella burnetii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Fibrobacter succinogenes,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Fusobacterium nucleatum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Syntrophomonas wolfei,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Desulfovibrio desulfuricans,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Nitrosomonas eutropha,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Herbaspirillum seropedicae,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Solitalea canadensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Chlorobium phaeobacteroides,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Piscirickettsia salmonis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Staphylococcus aureus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Streptococcus anginosus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterococcus faecalis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Enterococcus faecium,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bacillus anthracis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bacillus cereus,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Lysinibacillus sphaericus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bacillus subtilis,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Bacillus thuringiensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Sporosarcina psychrophila,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Clostridium botulinum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Desulfosporosinus orientis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Renibacterium salmoninarum,centrifuge
0,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Corynebacterium pseudotuberculosis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Mycobacterium kansasii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Mycobacterium phlei,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Microbacterium testaceum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Gordonia bronchialis,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Methanosarcina barkeri,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Teredinibacter turnerae,centrifuge
0,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Bifidobacterium animalis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Alteromonas macleodii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Yersinia kristensenii,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Vibrio nigripulchritudo,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Desulfobacula toluolica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Mycoplasma penetrans,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Cellulosilyticum lentocellum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Microlunatus phosphovorus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Yersinia aldovae,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Yersinia frederiksenii,centrifuge
0,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Photorhabdus luminescens,centrifuge
0,4.22E-05,30,E. coli - S. sonnei,1.0/99.0,Taylorella equigenitalis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Calothrix parietina,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Gluconacetobacter diazotrophicus,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Variovorax paradoxus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Nitrosospira briensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Methanosarcina siciliae,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Aliivibrio salmonicida,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Thioploca ingrica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Roseobacter litoralis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudomonas denitrificans,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudoalteromonas luteoviolacea,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Tolumonas auensis,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Ferrimonas balearica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bradyrhizobium oligotrophicum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Sulfurospirillum barnesii,centrifuge
0,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Bibersteinia trehalosi,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudomonas fulva,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Pseudomonas oryzihabitans,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Wigglesworthia glossinidia,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Brachyspira pilosicoli,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pleurocapsa minor,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Burkholderia thailandensis,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Shewanella violacea,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Shewanella baltica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Sodalis glossinidius,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Sulfurospirillum multivorans,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Cupriavidus basilensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudomonas sp. VLB120,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Shewanella pealeana,centrifuge
0,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Photobacterium profundum,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Pseudomonas balearica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Mannheimia haemolytica,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bacillus clausii,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Clostridium aceticum,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Desulfotalea psychrophila,centrifuge
0,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Mannheimia varigena,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pandoraea pulmonicola,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Burkholderia cenocepacia,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Cupriavidus metallidurans,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Bordetella trematum,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Caldilinea aerophila,centrifuge
0,2.11E-05,15,E. coli - S. sonnei,1.0/99.0,secondary endosymbiont of Heteropsylla cubana,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Thermocrinis albus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Marinitoga piezophila,centrifuge
0,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Nitrosomonas sp. AL212,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,[Mannheimia] succiniciproducens,centrifuge
0,4.22E-06,3,E. coli - S. sonnei,1.0/99.0,Hahella chejuensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Collimonas fungivorans,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Pseudoalteromonas phenolica,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Laribacter hongkongensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Leptospirillum ferriphilum,centrifuge
0,5.63E-06,4,E. coli - S. sonnei,1.0/99.0,Thermodesulfobium narugense,centrifuge
0,1.13E-05,8,E. coli - S. sonnei,1.0/99.0,Candidatus Baumannia cicadellinicola,centrifuge
0,2.82E-06,2,E. coli - S. sonnei,1.0/99.0,Thalassolituus oleivorans,centrifuge
0,7.04E-06,5,E. coli - S. sonnei,1.0/99.0,Vibrio coralliilyticus,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Fluviicola taffensis,centrifuge
0,1.41E-06,1,E. coli - S. sonnei,1.0/99.0,Corynebacterium atypicum,centrifuge
